Time,Value,MEASURE,Description
2009,29189,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2010,30164,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2011,30477,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2012,30153,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2013,29689,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2009,28410,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2010,28341,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2011,28533,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2012,28895,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2013,29177,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2009,33604,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2010,32972,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2011,31803,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2012,30313,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2013,29492,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2009,33602,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2010,33973,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2011,34773,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2012,35224,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2013,34976,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2009,37688,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2010,37016,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2011,35841,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2012,34719,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2013,34095,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2009,36114,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2010,36940,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2011,37576,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2012,37857,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2013,37691,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2009,33871,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2010,34316,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2011,34925,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2012,35320,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2013,35775,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2009,31147,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2010,32119,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2011,33027,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2012,32973,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2013,33278,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2009,23748,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2010,24885,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2011,26058,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2012,27937,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2013,29442,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2009,18312,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2010,19035,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2011,19808,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2012,20615,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2013,21293,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2009,14688,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2010,14700,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2011,14811,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2012,15171,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2013,15628,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2009,11101,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2010,11235,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2011,11334,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2012,11431,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2013,11477,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2009,9523,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2010,9914,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2011,10304,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2012,10511,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2013,10746,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2009,504353,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2010,508847,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2011,511483,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2012,512106,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2013,513159,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2009,65.4,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2010,65.3,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2011,65.2,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2012,64.7,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2013,64.2,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2009,39.7,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2010,40,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2011,40.4,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2012,40.8,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2013,41.2,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2009,6627,BD_2,Births and Deaths - Births (no.)
2010,6385,BD_2,Births and Deaths - Births (no.)
2011,6608,BD_2,Births and Deaths - Births (no.)
2012,6168,BD_2,Births and Deaths - Births (no.)
2013,6049,BD_2,Births and Deaths - Births (no.)
2009,2.2,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2010,2.2,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2011,2.1,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2012,2.1,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2013,2.1,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2009,4188,BD_4,Births and Deaths - Deaths (no.)
2010,4269,BD_4,Births and Deaths - Deaths (no.)
2011,4245,BD_4,Births and Deaths - Deaths (no.)
2012,4459,BD_4,Births and Deaths - Deaths (no.)
2013,4444,BD_4,Births and Deaths - Deaths (no.)
2009,6.9,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2010,6.8,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2011,6.7,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2012,6.6,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2013,6.6,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2009,7.4,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2010,7.5,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2011,7.5,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2012,7.5,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2013,7.5,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2011,4,ATSI_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,1.1,BORN_OSEAS_2,Overseas Born Population: Percentage of Total Population - Born in Oceania (excl. Aust) and Antarctica (%)
2011,6.1,BORN_OSEAS_3,Overseas Born Population: Percentage of Total Population - Born in North-West Europe (%)
2011,0.8,BORN_OSEAS_4,Overseas Born Population: Percentage of Total Population - Born in Southern and Eastern Europe (%)
2011,0.3,BORN_OSEAS_5,Overseas Born Population: Percentage of Total Population - Born in North Africa and the Middle East (%)
2011,0.9,BORN_OSEAS_6,Overseas Born Population: Percentage of Total Population - Born in South-East Asia (%)
2011,0.7,BORN_OSEAS_7,Overseas Born Population: Percentage of Total Population - Born in North-East Asia (%)
2011,0.5,BORN_OSEAS_8,Overseas Born Population: Percentage of Total Population - Born in Southern and Central Asia (%)
2011,0.6,BORN_OSEAS_9,Overseas Born Population: Percentage of Total Population - Born in Americas (%)
2011,0.6,BORN_OSEAS_10,Overseas Born Population: Percentage of Total Population - Born in Sub-Saharan Africa (%)
2011,16.4,BORN_OSEAS_11,Overseas Born Population: Percentage of Total Population - Total born overseas (%)
2011,4.5,LANG_2,Speaks a Language Other Than English at Home - Percentage of total population (%)
2013,3557,PRESCH_2,Children Enrolled in a Preschool Program - 4 years (no.)
2013,3287,PRESCH_3,Children Enrolled in a Preschool Program - 5 years (no.)
2013,6419,PRESCH_5,Children Enrolled in a Preschool Program - Preschool  (no.)
2013,326,PRESCH_6,Children Enrolled in a Preschool Program - Preschool program within a long day care centre (no.)
2013,100,PRESCH_7,Children Enrolled in a Preschool Program - Children across more than one provider type (no.)
2013,6845,PRESCH_8,Children Enrolled in a Preschool Program - Total (no.)
2013,1724,PRESCH_10,Children Attending a Preschool Program - Less than 15 hours (no.)
2013,4976,PRESCH_11,Children Attending a Preschool Program - 15 hours or more (no.)
2011,51.3,SCHOOL_2,Persons with Post School Qualifications - Percentage of total population aged 15 years and over (%)
2011,2.4,SCHOOL_3,Persons with Post School Qualifications - With Postgraduate Degree (%)
2011,1.5,SCHOOL_4,Persons with Post School Qualifications - With Graduate Diploma/Graduate Certificate (%)
2011,10.3,SCHOOL_5,Persons with Post School Qualifications - With Bachelor Degree (%)
2011,6.6,SCHOOL_6,Persons with Post School Qualifications - With Advanced Diploma/Diploma (%)
2011,20.2,SCHOOL_7,Persons with Post School Qualifications - With Certificate (%)
2011,10.3,SCHOOL_8,Persons with Post School Qualifications - Inadequately described/Not stated (%)
2011,12.4,EMP_OCC_2,Occupation of Employed Persons - Managers (%)
2011,18.5,EMP_OCC_3,Occupation of Employed Persons - Professionals (%)
2011,14.8,EMP_OCC_4,Occupation of Employed Persons - Technicians and trades workers (%)
2011,11.2,EMP_OCC_5,Occupation of Employed Persons - Community and personal service workers (%)
2011,13.8,EMP_OCC_6,Occupation of Employed Persons - Clerical and administrative workers (%)
2011,9.7,EMP_OCC_7,Occupation of Employed Persons - Sales workers (%)
2011,6.7,EMP_OCC_8,Occupation of Employed Persons - Machinery operators and drivers (%)
2011,11.3,EMP_OCC_9,Occupation of Employed Persons - Labourers (%)
2011,1.5,EMP_OCC_10,Occupation of Employed Persons - Inadequately described/Not stated (%)
2011,97,WORK_TRAV_3,Method of Travel to Work - Used one method - Train or tram (no.)
2011,5507,WORK_TRAV_4,Method of Travel to Work - Used one method - Bus (no.)
2011,151934,WORK_TRAV_5,Method of Travel to Work - Used one method - Car (as driver or passenger) (no.)
2011,1146,WORK_TRAV_6,Method of Travel to Work - Used one method - Motor bike/scooter (no.)
2011,1369,WORK_TRAV_7,Method of Travel to Work - Used one method - Bicycle (no.)
2011,4098,WORK_TRAV_8,Method of Travel to Work - Used one method - Other (inc. taxis) (no.)
2011,10850,WORK_TRAV_9,Method of Travel to Work - Used one method - Walked only (no.)
2011,175001,WORK_TRAV_10,Method of Travel to Work - Used one method - Total - used one method (no.)
2011,2567,WORK_TRAV_12,Method of Travel to Work - Total - used more than one method (no. )
2011,9709,WORK_TRAV_14,Method of Travel to Work - Worked from home (no.)
2011,26865,WORK_TRAV_15,Method of Travel to Work - Employed but did not go to work (no.)
2011,3154,WORK_TRAV_16,Method of Travel to Work - Method of travel not stated (no.)
2011,217296,WORK_TRAV_17,Method of Travel to Work - Total employed (no.)
2011,54039,HHTYPE_2,Households by Type - Lone person households (no.)
2011,6205,HHTYPE_3,Households by Type - Group households (no.)
2011,132582,HHTYPE_4,Households by Type - Family households (no.)
2011,192826,HHTYPE_5,Households by Type - Total households (no.)
2011,2.4,HHTYPE_6,Households by Type - Average household size - Census 2011 (no. of persons)
2011,44055,FAMILY_2,Families by Type - Couple families with children under 15 and/or dependent students (no.)
2011,9166,FAMILY_3,Families by Type - Couple families with non-dependent children only (no.)
2011,56434,FAMILY_4,Families by Type - Couple families without children (no.)
2011,16289,FAMILY_5,Families by Type - One parent families with children under 15 and/or dependent students (no.)
2011,6536,FAMILY_6,Families by Type - One parent families with non-dependent children only (no.)
2011,1717,FAMILY_7,Families by Type - Other families (no.)
2011,134197,FAMILY_8,Families by Type - Total families (no.)
2011,2.9,FAMILY_9,Families by Type - Average family size (no. of persons)
2011,13,MIG_2,Internal Migration - Persons who lived at different address 1 year ago (%)
2011,31.7,MIG_3,Internal Migration - Persons who lived at different address 5 years ago (%)
2011,19.5,UNPAIDW_2,Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons undertaking voluntary work for an organisation or group (%)
2011,19.3,UNPAIDW_3,Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons caring for own children without pay (%)
2011,7.6,UNPAIDW_4,Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons caring for other children without pay (%)
2011,1,UNPAIDW_5,Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons caring for own children and other children without pay (%)
2011,11.6,UNPAIDW_6,"Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons providing unpaid care, help or assistance to family, others (%)"
2011,60.7,INTERNET_2,Access to Internet at Home - With broadband connection (%)
2011,3.7,INTERNET_3,Access to Internet at Home - With dial-up connection (%)
2011,4.4,INTERNET_4,Access to Internet at Home - Other connection (%)
2011,68.7,INTERNET_5,Access to Internet at Home - Proportion of all occupied private dwellings (%)
2009,565.3,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2010,569.5,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2011,576.9,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2012,591.5,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2013,581.4,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2009,7.8,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2010,8,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2011,8.4,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2012,8.8,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2013,8.7,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2009,160.6,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2010,165.4,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2011,168.7,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2012,175.5,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2013,173.6,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2009,5,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2010,5.1,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2011,5.2,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2012,5.5,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2013,5.4,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2009,15.9,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2010,16.2,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2011,16.5,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2012,16.6,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2013,16.3,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2009,3.3,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2010,3.2,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2011,3.3,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2012,3.2,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2013,3,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2009,2,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2010,2,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2011,2,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2012,1.9,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2013,1.8,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2009,4.7,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2010,4.9,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2011,5,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2012,5.2,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2013,5.2,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2009,26.7,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2010,28.2,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2011,29.5,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2012,32.2,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2013,33.7,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2009,791.3,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2010,802.6,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2011,815.4,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2012,840.4,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2013,829.2,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2009,285089,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2010,289807,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2011,295055,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2012,302935,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2013,298351,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2009,3956,MVC_15,Registered Motor Vehicles - Campervans (no.)
2010,4084,MVC_15,Registered Motor Vehicles - Campervans (no.)
2011,4302,MVC_15,Registered Motor Vehicles - Campervans (no.)
2012,4522,MVC_15,Registered Motor Vehicles - Campervans (no.)
2013,4481,MVC_15,Registered Motor Vehicles - Campervans (no.)
2009,81022,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2010,84183,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2011,86280,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2012,89880,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2013,89108,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2009,2509,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2010,2578,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2011,2649,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2012,2792,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2013,2781,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2009,8013,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2010,8242,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2011,8419,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2012,8491,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2013,8348,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2009,1678,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2010,1632,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2011,1673,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2012,1631,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2013,1525,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2009,1002,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2010,1014,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2011,1021,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2012,990,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2013,949,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2009,2393,MVC_21,Registered Motor Vehicles - Buses (no.)
2010,2514,MVC_21,Registered Motor Vehicles - Buses (no.)
2011,2564,MVC_21,Registered Motor Vehicles - Buses (no.)
2012,2682,MVC_21,Registered Motor Vehicles - Buses (no.)
2013,2648,MVC_21,Registered Motor Vehicles - Buses (no.)
2009,13455,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2010,14344,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2011,15078,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2012,16476,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2013,17299,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2009,399117,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2010,408398,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2011,417041,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2012,430399,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2013,425490,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2009,85075,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2010,83771,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2011,80710,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2012,77659,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2013,69551,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2009,95152,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2010,100412,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2011,104687,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2012,109051,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2013,108793,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2009,218872,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2010,224197,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2011,231625,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2012,243648,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2013,247146,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2009,335090,MVC_29,Registered Motor Vehicles - Petrol (no.)
2010,338771,MVC_29,Registered Motor Vehicles - Petrol (no.)
2011,342609,MVC_29,Registered Motor Vehicles - Petrol (no.)
2012,349775,MVC_29,Registered Motor Vehicles - Petrol (no.)
2013,343203,MVC_29,Registered Motor Vehicles - Petrol (no.)
2009,60049,MVC_30,Registered Motor Vehicles - Diesel (no.)
2010,65526,MVC_30,Registered Motor Vehicles - Diesel (no.)
2011,70301,MVC_30,Registered Motor Vehicles - Diesel (no.)
2012,76343,MVC_30,Registered Motor Vehicles - Diesel (no.)
2013,78449,MVC_30,Registered Motor Vehicles - Diesel (no.)
2009,3978,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2010,4101,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2011,4131,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2012,4281,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2013,3838,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2012,152,TOURIST_2,Tourist Accommodation Establishments - No. of establishments with 15 or more rooms (no.)
2013,148,TOURIST_2,Tourist Accommodation Establishments - No. of establishments with 15 or more rooms (no.)
2012,4553,TOURIST_3,Tourist Accommodation Establishments - Persons employed (no.)
2013,4506,TOURIST_3,Tourist Accommodation Establishments - Persons employed (no.)
2011,1654943,AGRIC_3,Agricultural Commodities - Area of holding - Total area (ha)
2011,23187,AGRIC_4,Agricultural Commodities - Broadacre crops - Cereal crops for grain or seed - Total area (ha)
2011,13528,AGRIC_5,Agricultural Commodities - Vegetables for human consumption - Total area (ha)
2011,3329,AGRIC_6,Agricultural Commodities - Fruit and nuts - Orchard fruit and nut trees - Total area (ha)
2011,3578,AGRIC_7,Agricultural Commodities - Fruit and nuts - Other fruit - Total area of all fruit (excluding grapes) (ha)
2011,0,AGRIC_8,Agricultural Commodities - Broadacre crops - Non cereal (excluding nurseries) (ha)
2011,222628,AGRIC_10,Agricultural Commodities - Dairy cattle - Total (no.)
2011,466583,AGRIC_11,Agricultural Commodities - Total meat cattle - Total (no.)
2011,2344469,AGRIC_12,Agricultural Commodities - Sheep - Total (no.)
2011,12833,AGRIC_13,Agricultural Commodities - Pigs - Total (no.)
2011,1151.6,AGRIC_15,Gross Value of Agricultural Production - Agricultural production  - Total gross value ($m)
2011,480,AGRIC_16,Gross Value of Agricultural Production - Crops - Total gross value ($m)
2011,251,AGRIC_17,Gross Value of Agricultural Production - Livestock - Livestock slaughtered and other disposals - Total gross value ($m)
2011,420.6,AGRIC_18,Gross Value of Agricultural Production - Livestock - Livestock products - Total gross value ($m)
2011,4.8,EMP_IND_2,"Employed by Industry - Agriculture, forestry and fishing (%)"
2011,1.3,EMP_IND_3,Employed by Industry - Mining (%)
2011,8.7,EMP_IND_4,Employed by Industry - Manufacturing  (%)
2011,1.7,EMP_IND_5,"Employed by Industry - Electricity, gas, water and waste services (%)"
2011,7.6,EMP_IND_6,Employed by Industry - Construction (%)
2011,3.3,EMP_IND_7,Employed by Industry - Wholesale trade (%)
2011,11.3,EMP_IND_8,Employed by Industry - Retail trade (%)
2011,7.3,EMP_IND_9,Employed by Industry - Accommodation and food services (%)
2011,4.3,EMP_IND_10,"Employed by Industry - Transport, postal and warehousing (%)"
2011,1.5,EMP_IND_11,Employed by Industry - Information media and telecommunications (%)
2011,2.4,EMP_IND_12,Employed by Industry - Financial and insurance services (%)
2011,1.3,EMP_IND_13,"Employed by Industry - Rental, hiring and real estate services (%)"
2011,4.7,EMP_IND_14,"Employed by Industry - Professional, scientific and technical services (%)"
2011,2.7,EMP_IND_15,Employed by Industry - Administrative and support services (%)
2011,9,EMP_IND_16,Employed by Industry - Public administration and safety (%)
2011,9,EMP_IND_17,Employed by Industry - Education and training (%)
2011,12,EMP_IND_18,Employed by Industry - Health care and social assistance (%)
2011,1.6,EMP_IND_19,Employed by Industry - Arts and recreation services (%)
2011,3.7,EMP_IND_20,Employed by Industry - Other services (%)
2011,217295,EMP_IND_21,Employed by Industry - Total employed (no.)
2011,6801819.7,LAND,Land Area (Ha)
2011,1654943.3,WATER_2,Water Use on Australian Farms - Area of agricultural land (ha '000)
2011,84216.3,WATER_3,Water Use on Australian Farms - Area irrigated (ha '000)
2011,172708.7,WATER_4,Water Use on Australian Farms - Volume of water applied (ML)
2011,28490,WATER_5,Water Use on Australian Farms - Water for other agricultural uses (ML)
2011,201198.8,WATER_6,Water Use on Australian Farms - Total water use (ML)
2011,2.1,WATER_7,Water Use on Australian Farms - Application rate - Total area watered and used (ML/ha)
2012,8,PROTECTED_AREA_2,Protected Areas - Indigenous Protected Area (no.)
