Time,Value,MEASURE,Description
2012,1459675,ERP_P_5,Estimated Resident Population - Persons - 15-19 years (no.)
2013,1466622,ERP_P_5,Estimated Resident Population - Persons - 15-19 years (no.)
2009,1581376,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2010,1605054,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2011,1611663,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2012,1623931,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2013,1642229,ERP_P_6,Estimated Resident Population - Persons - 20-24 years (no.)
2009,1577309,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2010,1627256,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2011,1658170,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2012,1696561,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2013,1729391,ERP_P_7,Estimated Resident Population - Persons - 25-29 years (no.)
2009,1476377,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2010,1498197,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2011,1536161,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2012,1591154,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2013,1657894,ERP_P_8,Estimated Resident Population - Persons - 30-34 years (no.)
2009,1604280,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2010,1600546,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2011,1573910,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2012,1556350,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2013,1552086,ERP_P_9,Estimated Resident Population - Persons - 35-39 years (no.)
2009,1512063,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2010,1537102,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2011,1587244,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2012,1635528,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2013,1664010,ERP_P_10,Estimated Resident Population - Persons - 40-44 years (no.)
2009,1554430,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2010,1554804,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2011,1541837,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2012,1532695,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2013,1529107,ERP_P_11,Estimated Resident Population - Persons - 45-49 years (no.)
2009,1430082,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2010,1460583,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2011,1494063,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2012,1523710,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2013,1549283,ERP_P_12,Estimated Resident Population - Persons - 50-54 years (no.)
2009,1287172,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2010,1308403,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2011,1335993,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2012,1366102,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2013,1393587,ERP_P_13,Estimated Resident Population - Persons - 55-59 years (no.)
2009,1157520,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2010,1194384,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2011,1226000,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2012,1224010,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2013,1240824,ERP_P_14,Estimated Resident Population - Persons - 60-64 years (no.)
2009,865863,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2010,908395,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2011,954260,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2012,1023622,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2013,1081958,ERP_P_15,Estimated Resident Population - Persons - 65-69 years (no.)
2009,680298,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2010,704894,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2011,727671,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2012,755425,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2013,781304,ERP_P_16,Estimated Resident Population - Persons - 70-74 years (no.)
2009,547565,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2010,549808,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2011,558341,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2012,572906,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2013,589482,ERP_P_17,Estimated Resident Population - Persons - 75-79 years (no.)
2009,428611,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2010,436984,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2011,444032,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2012,445791,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2013,445829,ERP_P_18,Estimated Resident Population - Persons - 80-84 years (no.)
2009,368229,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2010,386594,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2011,403607,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2012,420267,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2013,439595,ERP_P_19,Estimated Resident Population - Persons - 85 and over (no.)
2009,21691653,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2010,22031750,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2011,22340024,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2012,22728254,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2013,23135281,ERP_P_20,Estimated Resident Population - Persons - Total (no.)
2009,67.5,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2010,67.4,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2011,67.2,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2012,66.9,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2013,66.7,ERP_18,"Estimated Resident Population - Working Age Population (aged 15-64 years), ERP at 30 June (% of total) (%)"
2009,36.9,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2010,37,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2011,37.2,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2012,37.3,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2013,37.3,ERP_19,"Estimated Resident Population - Median Age - Usual Residents, ERP at 30 June (years)"
2009,301253,BD_2,Births and Deaths - Births (no.)
2010,303318,BD_2,Births and Deaths - Births (no.)
2011,301617,BD_2,Births and Deaths - Births (no.)
2012,309582,BD_2,Births and Deaths - Births (no.)
2013,308065,BD_2,Births and Deaths - Births (no.)
2009,2,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2010,2,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2011,1.9,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2012,1.9,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2013,1.9,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2009,140760,BD_4,Births and Deaths - Deaths (no.)
2010,143473,BD_4,Births and Deaths - Deaths (no.)
2011,146932,BD_4,Births and Deaths - Deaths (no.)
2012,147098,BD_4,Births and Deaths - Deaths (no.)
2013,147678,BD_4,Births and Deaths - Deaths (no.)
2009,5.8,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2010,5.7,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2011,5.7,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2012,5.5,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2013,5.4,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2009,2.8,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2010,2.9,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2011,2.9,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2012,3,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2013,3,ERP_21,Population Density  - Population density (ERP at 30 June) (persons/km2)
2011,2.6,ATSI_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,2.8,BORN_OSEAS_2,Overseas Born Population: Percentage of Total Population - Born in Oceania (excl. Aust) and Antarctica (%)
2011,6.7,BORN_OSEAS_3,Overseas Born Population: Percentage of Total Population - Born in North-West Europe (%)
2011,3.2,BORN_OSEAS_4,Overseas Born Population: Percentage of Total Population - Born in Southern and Eastern Europe (%)
2011,1.4,BORN_OSEAS_5,Overseas Born Population: Percentage of Total Population - Born in North Africa and the Middle East (%)
2011,3.3,BORN_OSEAS_6,Overseas Born Population: Percentage of Total Population - Born in South-East Asia (%)
2011,2.5,BORN_OSEAS_7,Overseas Born Population: Percentage of Total Population - Born in North-East Asia (%)
2011,2.3,BORN_OSEAS_8,Overseas Born Population: Percentage of Total Population - Born in Southern and Central Asia (%)
2011,1,BORN_OSEAS_9,Overseas Born Population: Percentage of Total Population - Born in Americas (%)
2011,1.3,BORN_OSEAS_10,Overseas Born Population: Percentage of Total Population - Born in Sub-Saharan Africa (%)
2011,30.2,BORN_OSEAS_11,Overseas Born Population: Percentage of Total Population - Total born overseas (%)
2011,18.2,LANG_2,Speaks a Language Other Than English at Home - Percentage of total population (%)
2013,239663,PRESCH_2,Children Enrolled in a Preschool Program - 4 years (no.)
2013,48387,PRESCH_3,Children Enrolled in a Preschool Program - 5 years (no.)
2013,158523,PRESCH_5,Children Enrolled in a Preschool Program - Preschool  (no.)
2013,120092,PRESCH_6,Children Enrolled in a Preschool Program - Preschool program within a long day care centre (no.)
2013,9434,PRESCH_7,Children Enrolled in a Preschool Program - Children across more than one provider type (no.)
2013,288052,PRESCH_8,Children Enrolled in a Preschool Program - Total (no.)
2013,80954,PRESCH_10,Children Attending a Preschool Program - Less than 15 hours (no.)
2013,199663,PRESCH_11,Children Attending a Preschool Program - 15 hours or more (no.)
2011,55.9,SCHOOL_2,Persons with Post School Qualifications - Percentage of total population aged 15 years and over (%)
2011,3.6,SCHOOL_3,Persons with Post School Qualifications - With Postgraduate Degree (%)
2011,1.7,SCHOOL_4,Persons with Post School Qualifications - With Graduate Diploma/Graduate Certificate (%)
2011,13.5,SCHOOL_5,Persons with Post School Qualifications - With Bachelor Degree (%)
2011,8,SCHOOL_6,Persons with Post School Qualifications - With Advanced Diploma/Diploma (%)
2011,18.1,SCHOOL_7,Persons with Post School Qualifications - With Certificate (%)
2011,11,SCHOOL_8,Persons with Post School Qualifications - Inadequately described/Not stated (%)
2011,12.9,EMP_OCC_2,Occupation of Employed Persons - Managers (%)
2011,21.3,EMP_OCC_3,Occupation of Employed Persons - Professionals (%)
2011,14.2,EMP_OCC_4,Occupation of Employed Persons - Technicians and trades workers (%)
2011,9.7,EMP_OCC_5,Occupation of Employed Persons - Community and personal service workers (%)
2011,14.8,EMP_OCC_6,Occupation of Employed Persons - Clerical and administrative workers (%)
2011,9.4,EMP_OCC_7,Occupation of Employed Persons - Sales workers (%)
2011,6.6,EMP_OCC_8,Occupation of Employed Persons - Machinery operators and drivers (%)
2011,9.4,EMP_OCC_9,Occupation of Employed Persons - Labourers (%)
2011,1.9,EMP_OCC_10,Occupation of Employed Persons - Inadequately described/Not stated (%)
2011,434513,WORK_TRAV_3,Method of Travel to Work - Used one method - Train or tram (no.)
2011,301189,WORK_TRAV_4,Method of Travel to Work - Used one method - Bus (no.)
2011,6597613,WORK_TRAV_5,Method of Travel to Work - Used one method - Car (as driver or passenger) (no.)
2011,64343,WORK_TRAV_6,Method of Travel to Work - Used one method - Motor bike/scooter (no.)
2011,103916,WORK_TRAV_7,Method of Travel to Work - Used one method - Bicycle (no.)
2011,204321,WORK_TRAV_8,Method of Travel to Work - Used one method - Other (inc. taxis) (no.)
2011,377044,WORK_TRAV_9,Method of Travel to Work - Used one method - Walked only (no.)
2011,8082939,WORK_TRAV_10,Method of Travel to Work - Used one method - Total - used one method (no.)
2011,356634,WORK_TRAV_12,Method of Travel to Work - Total - used more than one method (no. )
2011,443942,WORK_TRAV_14,Method of Travel to Work - Worked from home (no.)
2011,1024880,WORK_TRAV_15,Method of Travel to Work - Employed but did not go to work (no.)
2011,149930,WORK_TRAV_16,Method of Travel to Work - Method of travel not stated (no.)
2011,10058325,WORK_TRAV_17,Method of Travel to Work - Total employed (no.)
2011,1888700,HHTYPE_2,Households by Type - Lone person households (no.)
2011,321008,HHTYPE_3,Households by Type - Group households (no.)
2011,5550614,HHTYPE_4,Households by Type - Family households (no.)
2011,7760322,HHTYPE_5,Households by Type - Total households (no.)
2011,2.6,HHTYPE_6,Households by Type - Average household size - Census 2011 (no. of persons)
2011,2086266,FAMILY_2,Families by Type - Couple families with children under 15 and/or dependent students (no.)
2011,448133,FAMILY_3,Families by Type - Couple families with non-dependent children only (no.)
2011,2150301,FAMILY_4,Families by Type - Couple families without children (no.)
2011,600893,FAMILY_5,Families by Type - One parent families with children under 15 and/or dependent students (no.)
2011,300748,FAMILY_6,Families by Type - One parent families with non-dependent children only (no.)
2011,97721,FAMILY_7,Families by Type - Other families (no.)
2011,5684062,FAMILY_8,Families by Type - Total families (no.)
2011,3,FAMILY_9,Families by Type - Average family size (no. of persons)
2011,13.4,MIG_2,Internal Migration - Persons who lived at different address 1 year ago (%)
2011,31,MIG_3,Internal Migration - Persons who lived at different address 5 years ago (%)
2011,17.8,UNPAIDW_2,Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons undertaking voluntary work for an organisation or group (%)
2011,19.7,UNPAIDW_3,Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons caring for own children without pay (%)
2011,7.1,UNPAIDW_4,Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons caring for other children without pay (%)
2011,0.9,UNPAIDW_5,Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons caring for own children and other children without pay (%)
2011,10.9,UNPAIDW_6,"Unpaid Work: Percentage of Total Population Aged 15 Years and Over - Persons providing unpaid care, help or assistance to family, others (%)"
2011,67.1,INTERNET_2,Access to Internet at Home - With broadband connection (%)
2011,2.9,INTERNET_3,Access to Internet at Home - With dial-up connection (%)
2011,3.9,INTERNET_4,Access to Internet at Home - Other connection (%)
2011,73.9,INTERNET_5,Access to Internet at Home - Proportion of all occupied private dwellings (%)
2009,554.3,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2010,556.9,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2011,558.4,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2012,559.4,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2013,561.9,MVC_3,Registered Motor Vehicles - Passenger vehicles (per 1000)
2009,2.1,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2010,2.2,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2011,2.3,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2012,2.3,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2013,2.3,MVC_4,Registered Motor Vehicles - Campervans (per 1000)
2009,109.3,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2010,111.7,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2011,113.3,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2012,115.2,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2013,117.5,MVC_5,Registered Motor Vehicles - Light commercial vehicles (per 1000)
2009,5.1,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2010,5.3,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2011,5.4,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2012,5.5,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2013,5.7,MVC_6,Registered Motor Vehicles - Light rigid trucks (per 1000)
2009,14.3,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2010,14.3,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2011,14.2,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2012,14.2,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2013,14.1,MVC_7,Registered Motor Vehicles - Heavy rigid trucks (per 1000)
2009,3.7,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2010,3.7,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2011,3.8,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2012,3.9,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2013,3.9,MVC_8,Registered Motor Vehicles - Articulated trucks (per 1000)
2009,1,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2010,1,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2011,1,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2012,1,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2013,1,MVC_9,Registered Motor Vehicles - Non-freight carrying trucks (per 1000)
2009,3.9,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2010,3.9,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2011,3.9,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2012,4,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2013,4,MVC_10,Registered Motor Vehicles - Buses (per 1000)
2009,28.8,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2010,30,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2011,30.4,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2012,31.2,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2013,32.2,MVC_11,Registered Motor Vehicles - Motorcycles (per 1000)
2009,722.6,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2010,729,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2011,732.7,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2012,736.6,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2013,742.6,MVC_12,Registered Motor Vehicles - Total registered motor vehicles (per 1000)
2009,12023099,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2010,12269305,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2011,12474044,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2012,12714235,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2013,13000021,MVC_14,Registered Motor Vehicles - Passenger vehicles (no.)
2009,46535,MVC_15,Registered Motor Vehicles - Campervans (no.)
2010,48504,MVC_15,Registered Motor Vehicles - Campervans (no.)
2011,50653,MVC_15,Registered Motor Vehicles - Campervans (no.)
2012,52600,MVC_15,Registered Motor Vehicles - Campervans (no.)
2013,54101,MVC_15,Registered Motor Vehicles - Campervans (no.)
2009,2371082,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2010,2460568,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2011,2530630,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2012,2617799,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2013,2717673,MVC_16,Registered Motor Vehicles - Light commercial vehicles (no.)
2009,110763,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2010,115843,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2011,119539,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2012,124291,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2013,131147,MVC_17,Registered Motor Vehicles - Light rigid trucks (no.)
2009,310939,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2010,315435,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2011,318223,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2012,322115,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2013,325998,MVC_18,Registered Motor Vehicles - Heavy rigid trucks (no.)
2009,81217,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2010,82436,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2011,85965,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2012,87995,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2013,90904,MVC_19,Registered Motor Vehicles - Articulated trucks (no.)
2009,22299,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2010,22533,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2011,22656,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2012,22722,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2013,22986,MVC_20,Registered Motor Vehicles - Non-freight carrying trucks (no.)
2009,84413,MVC_21,Registered Motor Vehicles - Buses (no.)
2010,86367,MVC_21,Registered Motor Vehicles - Buses (no.)
2011,87883,MVC_21,Registered Motor Vehicles - Buses (no.)
2012,90599,MVC_21,Registered Motor Vehicles - Buses (no.)
2013,93034,MVC_21,Registered Motor Vehicles - Buses (no.)
2009,624090,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2010,660107,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2011,678790,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2012,709288,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2013,744732,MVC_22,Registered Motor Vehicles - Motorcycles (no.)
2009,15674437,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2010,16061098,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2011,16368383,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2012,16741644,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2013,17180596,MVC_23,Registered Motor Vehicles - Total registered motor vehicles (no.)
2009,4313918,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2010,4289784,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2011,4142331,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2012,4101875,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2013,4171363,MVC_25,Registered Motor Vehicles - Less than 5 years old (no.)
2009,4299031,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2010,4513315,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2011,4718046,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2012,4949906,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2013,5064918,MVC_26,Registered Motor Vehicles - 5-less than 10 years old (no.)
2009,7041234,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2010,7236898,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2011,7486535,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2012,7667565,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2013,7944315,MVC_27,Registered Motor Vehicles - 10 years or older (no.)
2009,13169416,MVC_29,Registered Motor Vehicles - Petrol (no.)
2010,13328901,MVC_29,Registered Motor Vehicles - Petrol (no.)
2011,13444544,MVC_29,Registered Motor Vehicles - Petrol (no.)
2012,13576495,MVC_29,Registered Motor Vehicles - Petrol (no.)
2013,13727249,MVC_29,Registered Motor Vehicles - Petrol (no.)
2009,2013837,MVC_30,Registered Motor Vehicles - Diesel (no.)
2010,2220662,MVC_30,Registered Motor Vehicles - Diesel (no.)
2011,2410277,MVC_30,Registered Motor Vehicles - Diesel (no.)
2012,2654505,MVC_30,Registered Motor Vehicles - Diesel (no.)
2013,2952327,MVC_30,Registered Motor Vehicles - Diesel (no.)
2009,491184,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2010,511535,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2011,513412,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2012,510644,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2013,501020,MVC_31,Registered Motor Vehicles - LPG/Dual/Other (no.)
2012,4233,TOURIST_2,Tourist Accommodation Establishments - No. of establishments with 15 or more rooms (no.)
2013,4237,TOURIST_2,Tourist Accommodation Establishments - No. of establishments with 15 or more rooms (no.)
2012,109733,TOURIST_3,Tourist Accommodation Establishments - Persons employed (no.)
2013,108073,TOURIST_3,Tourist Accommodation Establishments - Persons employed (no.)
2011,409672625,AGRIC_3,Agricultural Commodities - Area of holding - Total area (ha)
2011,19320645,AGRIC_4,Agricultural Commodities - Broadacre crops - Cereal crops for grain or seed - Total area (ha)
2011,124615,AGRIC_5,Agricultural Commodities - Vegetables for human consumption - Total area (ha)
2011,165962,AGRIC_6,Agricultural Commodities - Fruit and nuts - Orchard fruit and nut trees - Total area (ha)
2011,188894,AGRIC_7,Agricultural Commodities - Fruit and nuts - Other fruit - Total area of all fruit (excluding grapes) (ha)
2011,0,AGRIC_8,Agricultural Commodities - Broadacre crops - Non cereal (excluding nurseries) (ha)
2011,2569990,AGRIC_10,Agricultural Commodities - Dairy cattle - Total (no.)
2011,25936178,AGRIC_11,Agricultural Commodities - Total meat cattle - Total (no.)
2011,73098761,AGRIC_12,Agricultural Commodities - Sheep - Total (no.)
2011,2285214,AGRIC_13,Agricultural Commodities - Pigs - Total (no.)
2011,46020.1,AGRIC_15,Gross Value of Agricultural Production - Agricultural production  - Total gross value ($m)
2011,25047.7,AGRIC_16,Gross Value of Agricultural Production - Crops - Total gross value ($m)
2011,13795.3,AGRIC_17,Gross Value of Agricultural Production - Livestock - Livestock slaughtered and other disposals - Total gross value ($m)
2011,7177.1,AGRIC_18,Gross Value of Agricultural Production - Livestock - Livestock products - Total gross value ($m)
2011,2.5,EMP_IND_2,"Employed by Industry - Agriculture, forestry and fishing (%)"
2011,1.8,EMP_IND_3,Employed by Industry - Mining (%)
2011,9,EMP_IND_4,Employed by Industry - Manufacturing  (%)
2011,1.2,EMP_IND_5,"Employed by Industry - Electricity, gas, water and waste services (%)"
2011,8.2,EMP_IND_6,Employed by Industry - Construction (%)
2011,4,EMP_IND_7,Employed by Industry - Wholesale trade (%)
2011,10.5,EMP_IND_8,Employed by Industry - Retail trade (%)
2011,6.5,EMP_IND_9,Employed by Industry - Accommodation and food services (%)
2011,4.8,EMP_IND_10,"Employed by Industry - Transport, postal and warehousing (%)"
2011,1.8,EMP_IND_11,Employed by Industry - Information media and telecommunications (%)
2011,3.8,EMP_IND_12,Employed by Industry - Financial and insurance services (%)
2011,1.6,EMP_IND_13,"Employed by Industry - Rental, hiring and real estate services (%)"
2011,7.3,EMP_IND_14,"Employed by Industry - Professional, scientific and technical services (%)"
2011,3.2,EMP_IND_15,Employed by Industry - Administrative and support services (%)
2011,6.9,EMP_IND_16,Employed by Industry - Public administration and safety (%)
2011,8,EMP_IND_17,Employed by Industry - Education and training (%)
2011,11.6,EMP_IND_18,Employed by Industry - Health care and social assistance (%)
2011,1.5,EMP_IND_19,Employed by Industry - Arts and recreation services (%)
